enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
16384,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,2,14,0.0
20875,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,,,2,11,0.0
3378,city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,>4,31,0.0
17252,city_24,0.698,Male,No relevent experience,no_enrollment,High School,,6,,,never,24,0.0
7593,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,5,,,never,25,0.0
14221,city_150,0.698,Male,Has relevent experience,no_enrollment,Phd,STEM,18,100-500,Public Sector,1,22,0.0
11309,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,3,84,0.0
33286,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,500-999,Public Sector,1,75,1.0
5618,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,4,51,0.0
21536,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,10,0.0
23558,city_103,0.92,Male,No relevent experience,Full time course,High School,,2,,,1,25,1.0
7418,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,94,1.0
11370,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,1,10,1.0
32583,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,1,23,0.0
22592,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,NGO,1,48,0.0
2143,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,3,77,1.0
31299,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,2,36,0.0
24872,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,21,1.0
3870,city_117,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,1,59,0.0
26994,city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,126,0.0
27532,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,never,29,0.0
14013,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,5,500-999,Public Sector,3,20,0.0
9750,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,16,1.0
19563,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,11,0.0
17216,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,92,0.0
26538,city_162,0.767,,Has relevent experience,no_enrollment,Masters,STEM,<1,500-999,Pvt Ltd,1,89,0.0
30473,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,48,1.0
28516,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,NGO,2,34,1.0
31638,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,44,0.0
8845,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,14,0.0
19698,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,34,0.0
1820,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,>4,142,0.0
15811,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,156,0.0
24097,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Pvt Ltd,1,14,0.0
7279,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,89,1.0
21086,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Public Sector,3,55,0.0
3523,city_160,0.92,,No relevent experience,Full time course,High School,,7,,,2,12,0.0
8088,city_75,0.9390000000000001,Female,No relevent experience,Part time course,Graduate,STEM,9,,,never,9,1.0
384,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,9,1000-4999,Pvt Ltd,>4,102,0.0
6483,city_18,0.8240000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Public Sector,1,24,0.0
14367,city_128,0.527,,No relevent experience,no_enrollment,Graduate,STEM,4,,,3,66,0.0
24052,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,100-500,Pvt Ltd,3,30,0.0
6526,city_152,0.698,Male,No relevent experience,Full time course,High School,,6,,,never,33,0.0
30115,city_21,0.624,,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,13,1.0
29742,city_158,0.7659999999999999,,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,39,0.0
6022,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,60,0.0
3781,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,50,1.0
12522,city_149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,,4,105,0.0
23413,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,5,,,1,110,1.0
7454,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,>4,16,0.0
22075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,,,1,8,1.0
28988,city_37,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,172,0.0
19198,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,42,0.0
32901,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,6,0.0
27377,city_173,0.878,,No relevent experience,Part time course,Masters,STEM,>20,500-999,NGO,never,6,0.0
14318,city_160,0.92,Female,No relevent experience,Full time course,High School,,2,,,2,19,1.0
28771,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Business Degree,1,100-500,Pvt Ltd,1,144,1.0
10957,city_100,0.887,Female,No relevent experience,Full time course,Masters,STEM,2,,Public Sector,1,52,1.0
27080,city_83,0.9229999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,104,0.0
54,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,8,100-500,NGO,1,34,0.0
27224,city_173,0.878,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,9,0.0
3956,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,1,46,0.0
13073,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,4,1000-4999,,1,37,0.0
28134,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,18,500-999,Public Sector,1,20,0.0
19329,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,15,,,>4,90,0.0
23028,city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Early Stage Startup,1,29,0.0
9172,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,,,>20,50-99,Pvt Ltd,3,18,0.0
28638,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,6,1.0
20156,city_128,0.527,,Has relevent experience,no_enrollment,Graduate,STEM,9,,,>4,118,1.0
18886,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,never,126,0.0
13390,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Public Sector,,55,0.0
20396,city_115,0.789,Female,Has relevent experience,Full time course,Phd,STEM,8,100-500,Pvt Ltd,>4,11,0.0
21739,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,,9,1.0
32493,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,18,1.0
21274,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,145,1.0
4340,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,4,68,0.0
3654,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,High School,,9,,,1,51,0.0
24627,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,2,82,1.0
28894,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,1,128,0.0
16513,city_103,0.92,Male,No relevent experience,,Graduate,STEM,10,,,never,10,1.0
3645,city_173,0.878,,No relevent experience,Full time course,High School,,5,,,never,8,0.0
12057,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,107,0.0
19287,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,,Funded Startup,1,55,1.0
22431,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,NGO,>4,6,0.0
22136,city_71,0.884,,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,26,1.0
17830,city_26,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,Pvt Ltd,1,42,0.0
8581,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,7,,,4,24,1.0
24479,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,never,142,0.0
4598,city_41,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,,4,4,0.0
29216,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,61,0.0
29755,city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,,never,16,0.0
31204,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,1,30,1.0
22764,city_30,0.698,,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Public Sector,1,73,1.0
27260,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,95,1.0
8925,city_98,0.9490000000000001,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,15,1.0
24035,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,9,,,never,10,0.0
25563,city_75,0.9390000000000001,Other,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,69,0.0
1044,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,0.0
10514,city_21,0.624,,No relevent experience,no_enrollment,,,1,,,1,100,1.0
4952,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,Other,>20,,Public Sector,2,10,0.0
32634,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,>4,61,0.0
18900,city_16,0.91,Male,No relevent experience,Full time course,High School,,6,,,1,11,0.0
2307,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,1,18,1.0
11407,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,2,42,1.0
28679,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,,,1,36,1.0
4347,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,3,,,1,109,0.0
19640,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,55,0.0
29519,city_67,0.855,,Has relevent experience,Part time course,High School,,9,,,1,77,0.0
5426,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,35,1.0
15583,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,9,500-999,Public Sector,1,32,0.0
7604,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,NGO,1,81,0.0
21994,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,8,50-99,Pvt Ltd,2,81,0.0
24935,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,123,0.0
9246,city_116,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,,1,72,0.0
10165,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Funded Startup,2,19,0.0
10492,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,25,0.0
19683,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,Graduate,Arts,2,,,1,108,0.0
10061,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,29,0.0
30302,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,4,163,0.0
14854,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,1,50,0.0
13879,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,6,,,never,16,1.0
32869,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,>4,92,1.0
15719,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,13,,,1,135,0.0
30664,city_136,0.897,,No relevent experience,Part time course,Phd,STEM,5,10000+,Public Sector,2,7,1.0
14234,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,NGO,1,14,0.0
20271,city_99,0.915,,No relevent experience,Full time course,High School,,5,10/49,Pvt Ltd,1,72,0.0
32174,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,70,0.0
32213,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,50-99,Pvt Ltd,1,90,0.0
13923,city_136,0.897,Male,Has relevent experience,no_enrollment,,,16,,Public Sector,3,166,1.0
11096,city_102,0.804,,No relevent experience,no_enrollment,Primary School,,2,,,never,66,0.0
26504,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,11,0.0
16777,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,47,0.0
29627,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,,,2,87,0.0
13098,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,,never,132,1.0
9350,city_102,0.804,,No relevent experience,no_enrollment,Graduate,STEM,7,,,never,33,1.0
32206,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,2,43,0.0
3017,city_104,0.924,Male,No relevent experience,Full time course,,,8,,,never,17,1.0
13336,city_21,0.624,,No relevent experience,Full time course,Primary School,,2,,,,21,1.0
19623,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Other,13,50-99,Pvt Ltd,1,196,0.0
12410,city_159,0.843,Other,No relevent experience,Full time course,High School,,1,,,never,6,0.0
18964,city_77,0.83,Male,Has relevent experience,no_enrollment,High School,,6,,,2,56,0.0
27251,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,7,0.0
22919,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Early Stage Startup,4,10,0.0
15183,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,3,36,0.0
19142,city_100,0.887,Male,No relevent experience,no_enrollment,High School,,3,,,never,78,0.0
12382,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,15,1000-4999,Public Sector,3,174,0.0
17875,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,17,0.0
26912,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,138,1.0
25992,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Public Sector,>4,19,0.0
18198,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,1,116,0.0
7506,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,18,0.0
8436,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Funded Startup,1,68,0.0
21455,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,55,0.0
28207,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,32,0.0
21811,city_16,0.91,,Has relevent experience,Part time course,Masters,STEM,18,<10,Pvt Ltd,2,145,0.0
17428,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,44,0.0
19875,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,88,1.0
29930,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,58,0.0
2704,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,4,67,0.0
30234,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,>20,500-999,Public Sector,>4,98,0.0
5314,city_141,0.763,,No relevent experience,Full time course,Graduate,STEM,2,,,never,74,1.0
10875,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,88,0.0
28781,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,70,0.0
13196,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,>4,31,0.0
31427,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Funded Startup,3,174,0.0
7037,city_41,0.8270000000000001,Male,Has relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,64,0.0
7368,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,1,39,1.0
12099,city_76,0.698,Male,No relevent experience,Full time course,Masters,STEM,7,,,2,6,0.0
6096,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,132,0.0
30017,city_53,0.74,Male,Has relevent experience,,Graduate,STEM,2,,,2,78,1.0
32080,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,2,46,0.0
7867,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,,1,48,0.0
26796,city_136,0.897,Male,Has relevent experience,no_enrollment,,,17,50-99,Early Stage Startup,3,58,0.0
4694,city_98,0.9490000000000001,Male,No relevent experience,no_enrollment,High School,,1,,Pvt Ltd,never,32,0.0
10563,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,Pvt Ltd,2,12,0.0
1592,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,5000-9999,NGO,>4,48,0.0
11162,city_45,0.89,Male,No relevent experience,no_enrollment,High School,,4,<10,Pvt Ltd,1,39,0.0
18944,city_159,0.843,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,1,130,0.0
19614,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,never,36,1.0
1450,city_25,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,4,56,1.0
11484,city_97,0.925,Male,Has relevent experience,no_enrollment,Primary School,,>20,,,2,111,0.0
32592,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,100,0.0
3417,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,1,45,1.0
20574,city_79,0.698,,No relevent experience,no_enrollment,Masters,STEM,3,,,never,22,1.0
11905,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,4,40,0.0
31365,city_21,0.624,Male,Has relevent experience,no_enrollment,High School,,11,,,never,82,1.0
31459,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,4,100-500,Pvt Ltd,2,74,0.0
32554,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Public Sector,1,336,0.0
10118,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,48,1.0
17982,city_21,0.624,,No relevent experience,,,,16,,,never,40,1.0
14838,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,133,0.0
31089,city_114,0.9259999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,2,21,1.0
9873,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,4,180,0.0
13798,city_71,0.884,,No relevent experience,Full time course,Graduate,STEM,5,,,1,147,0.0
19196,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,2,10000+,Public Sector,1,38,0.0
5389,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,High School,,1,10/49,Pvt Ltd,1,89,0.0
28410,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,36,0.0
31092,city_21,0.624,Female,No relevent experience,Full time course,High School,,5,,,never,111,1.0
28739,city_16,0.91,Male,No relevent experience,Full time course,High School,,2,<10,Other,1,9,0.0
8082,city_16,0.91,,Has relevent experience,no_enrollment,Masters,Other,,50-99,Pvt Ltd,2,40,0.0
21286,city_21,0.624,Male,Has relevent experience,no_enrollment,High School,,12,,,2,135,0.0
19373,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,NGO,1,35,0.0
5791,city_75,0.9390000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,30,0.0
19179,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,23,0.0
2030,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,1,26,0.0
17691,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,13,0.0
11652,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,56,0.0
15405,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,51,0.0
11284,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,19,0.0
30923,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,11,0.0
811,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,9,1.0
17959,city_173,0.878,Male,No relevent experience,Full time course,Masters,STEM,9,,,1,50,0.0
21857,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,53,0.0
1127,city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,never,8,1.0
16063,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,3,192,0.0
14971,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,,never,4,0.0
29903,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,2,51,0.0
9077,city_114,0.9259999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,1,29,0.0
11965,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,NGO,1,31,0.0
12078,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,4,130,0.0
31974,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,162,0.0
4048,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,High School,,18,100-500,Pvt Ltd,1,13,0.0
32874,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,86,0.0
13839,city_71,0.884,,No relevent experience,no_enrollment,Masters,STEM,1,,,1,45,1.0
4303,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,43,0.0
16721,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,16,,,never,13,0.0
27828,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,30,0.0
13474,city_21,0.624,Male,Has relevent experience,,Masters,STEM,14,1000-4999,Pvt Ltd,4,56,1.0
20757,city_114,0.9259999999999999,,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,8,1.0
20534,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,4,26,0.0
24949,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,1,1,0.0
13770,city_145,0.555,,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,25,0.0
4275,city_71,0.884,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10/49,Pvt Ltd,>4,218,0.0
8195,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,84,0.0
3537,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,98,0.0
14537,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10/49,Early Stage Startup,1,32,0.0
7316,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,30,1.0
2617,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,28,0.0
14145,city_162,0.767,Male,No relevent experience,no_enrollment,High School,,7,,,never,116,0.0
11777,city_16,0.91,Female,No relevent experience,Full time course,Graduate,STEM,3,,,never,34,1.0
10043,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,,12,50-99,Pvt Ltd,>4,314,0.0
11960,city_90,0.698,Male,No relevent experience,Part time course,Masters,STEM,7,,Pvt Ltd,1,24,1.0
19633,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,5,100-500,,,28,1.0
4341,city_101,0.5579999999999999,,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Public Sector,2,51,1.0
20974,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Funded Startup,2,24,0.0
19375,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,10,,,1,34,1.0
29471,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,,>4,13,1.0
18051,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,46,0.0
14356,city_103,0.92,Female,Has relevent experience,no_enrollment,,,>20,,,>4,56,0.0
32067,city_21,0.624,,No relevent experience,Part time course,Graduate,STEM,10,100-500,NGO,1,107,1.0
11547,city_40,0.7759999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,15,0.0
